run_id,function,method,n,p,q,rep,seed_data,seed_model,status,error,train_time_sec,pred_time_sec,nit,njev,nfev,rmse,coverage_95,interval_len_95,dss_diag,dss_full
run_1005027538,borehole,LCGP,200,4,3,5,1222183249,46374782,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.055730666965246,0.12648512498708442,210,222,222,68.33538394286408,0.978,232.12950987819605,29.137021644136485,
run_1005027538,borehole,MOOGP,400,4,3,1,2932496933,1150886209,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,55.69110629102215,0.08872691699070856,288,336,336,36.545228779354254,0.941,97.74846219413153,25.932651508783138,
run_1005027538,borehole,LCGP,400,4,3,1,2932496933,1107514266,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.312094499997329,0.23329454200575128,160,175,175,43.767960572873136,0.974,132.6810088648895,27.11023115349354,
run_1190895125,borehole,MOOGP,100,4,3,1,3681670825,1875810247,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.63461104198359,0.033717165992129594,269,314,314,22.090148937716584,0.916,57.450619847783855,23.042782397034944,
run_1190895125,borehole,LCGP,100,4,3,1,3681670825,2471040295,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.4710918749915436,0.15576416597468778,100,108,108,37.15696083181177,0.967,159.52667861102728,28.173907809909476,
run_1190895125,borehole,MOOGP,100,4,3,2,1490663890,1825793481,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6.243950208008755,0.016316082968842238,184,210,210,31.322918345856404,0.938,85.37023689467466,23.931442454886835,
run_1190895125,borehole,LCGP,100,4,3,2,1490663890,2972008939,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.413638667028863,0.12443829199764878,90,96,96,79.36433589190985,0.957,223.05602121214528,30.187761698002344,
run_1190895125,borehole,MOOGP,100,4,3,3,3748590181,306058650,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,14.362431125016883,0.011416749970521778,282,327,327,41.281893925485335,0.93,95.2153339918028,23.53370944233424,
run_1190895125,borehole,LCGP,100,4,3,3,3748590181,2955949463,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.730757082987111,0.12267804198199883,136,146,146,98.29514866746653,0.947,259.0369157496996,30.176971973311478,
run_1190895125,borehole,MOOGP,100,4,3,4,1393094716,3644934348,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4.655960000003688,0.01240850001340732,134,171,171,30.390114984456606,0.917,78.86565242511514,25.193072785914463,
run_1190895125,borehole,LCGP,100,4,3,4,1393094716,1563857653,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.5625158750335686,0.12530429201433435,135,138,138,70.89745216964218,0.964,224.2504545862993,31.966543794833868,
run_1190895125,borehole,MOOGP,100,4,3,5,2791842574,4046863170,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.70144412497757,0.018989458039868623,157,198,198,44.81884542547333,0.954,114.6826465871383,24.401470665861748,
run_1190895125,borehole,LCGP,100,4,3,5,2791842574,547975410,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.4230609579826705,0.11925304197939113,80,82,82,82.50586363089772,0.962,321.47253632402976,30.88231466793003,
run_1190895125,borehole,MOOGP,200,4,3,1,1882227481,3013628968,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20.7623357080156,0.03700041602132842,340,371,371,29.606529960590233,0.932,72.01356180895463,23.726270183860944,
run_1190895125,borehole,LCGP,200,4,3,1,1882227481,2128180717,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.1342398329870775,0.144724708981812,176,189,189,41.56263262204886,0.966,132.81208823232214,26.96459969772153,
run_1190895125,borehole,MOOGP,200,4,3,2,1534279100,2661466309,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,16.206375875044614,0.02700337499845773,237,269,269,25.044433864851833,0.93,63.48902920423664,23.401546842507948,
run_1190895125,borehole,LCGP,200,4,3,2,1534279100,3637150557,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.310939333983697,0.13882525003282353,219,233,233,33.42599233562385,0.977,113.31491044886774,25.975524294751036,
run_1190895125,borehole,MOOGP,200,4,3,3,3472848077,683838818,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.722459374985192,0.027404708962421864,160,177,177,46.14786358829408,0.925,113.83334871465073,25.700513216811647,
run_1190895125,borehole,LCGP,200,4,3,3,3472848077,3449867749,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.801324874977581,0.13764612498926,178,190,190,58.85422911157293,0.976,215.55387542186165,27.943677173628075,
run_1190895125,borehole,MOOGP,200,4,3,4,948475116,1221015480,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.36532487499062,0.029422417050227523,137,169,169,38.09517229826782,0.954,90.25698702017995,22.602870952604512,
run_1190895125,borehole,LCGP,200,4,3,4,948475116,2186488196,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2.9581369580118917,0.1487347090151161,162,173,173,49.46061627130369,0.98,180.99723849788674,25.831227860544068,
run_1190895125,borehole,MOOGP,200,4,3,5,1222183249,3679092119,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.488897082977928,0.02852570899995044,148,172,172,57.126862494714004,0.895,123.70728862422119,27.251004668512852,
run_1190895125,borehole,LCGP,200,4,3,5,1222183249,46374782,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.378486833011266,0.165369542024564,210,222,222,68.33538394286408,0.978,232.12950987819605,29.137021644136485,
run_1190895125,borehole,MOOGP,400,4,3,1,2932496933,1150886209,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44.03920604195446,0.07199283398222178,249,300,300,36.32438599580795,0.94,97.25611262884541,25.924677980826267,
run_1190895125,borehole,LCGP,400,4,3,1,2932496933,1107514266,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.968186874990351,0.2714153340202756,160,175,175,43.767960572873136,0.974,132.6810088648895,27.11023115349354,
run_1190895125,borehole,MOOGP,400,4,3,2,1657819395,2902066866,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44.22865574999014,0.0603518330026418,234,266,266,24.577783027338995,0.945,73.60128882428438,23.17837155416339,
run_1190895125,borehole,LCGP,400,4,3,2,1657819395,3063637162,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13.84857487498084,0.27003549999790266,240,257,257,24.763654617216332,0.982,102.0202711485894,24.088554177670932,
run_1190895125,borehole,MOOGP,400,4,3,3,3606504446,3079471383,ok,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,34.657108874991536,0.061954625009093434,184,213,213,41.26047676353491,0.947,111.80046176391103,24.466384772709738,
